
####################################################################################################
############################    New Connection @ 13:27:01 | 04-12-15    ############################
####################################################################################################

[LOG: 14:43:51 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 32
[LOG: 14:43:51 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 32
[LOG: 14:43:51 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 32
[LOG: 14:43:51 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 32
[LOG: 14:43:51 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 32
[LOG: 14:43:52 | 04-12-15] - PubEvent pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - PubEvent pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 33
[LOG: 14:43:52 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 33
[LOG: 14:43:52 | 04-12-15] - PubEvent pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 34
[LOG: 14:43:52 | 04-12-15] - PubEvent pub00, /p00-0, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 34
[LOG: 14:43:52 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 34
[LOG: 14:43:52 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 34
[LOG: 14:43:52 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 34
[LOG: 14:43:53 | 04-12-15] - PubEvent pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - PubEvent pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 35
[LOG: 14:43:53 | 04-12-15] - PubEvent pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 36
[LOG: 14:43:53 | 04-12-15] - PubEvent pub00, /p00-0, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 36
[LOG: 14:43:53 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 36
[LOG: 14:43:53 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 36
[LOG: 14:43:53 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 36
[LOG: 14:43:54 | 04-12-15] - PubEvent pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - PubEvent pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 37
[LOG: 14:43:54 | 04-12-15] - PubEvent pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 38
[LOG: 14:43:54 | 04-12-15] - PubEvent pub00, /p00-0, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 38
[LOG: 14:43:54 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 38
[LOG: 14:43:54 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 38
[LOG: 14:43:54 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 38
[LOG: 14:43:55 | 04-12-15] - PubEvent pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - PubEvent pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 39
[LOG: 14:43:55 | 04-12-15] - PubEvent pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 40
[LOG: 14:43:55 | 04-12-15] - PubEvent pub00, /p00-0, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 40
[LOG: 14:43:55 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 40
[LOG: 14:43:55 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 40
[LOG: 14:43:55 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 40
[LOG: 14:43:56 | 04-12-15] - PubEvent pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - PubEvent pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 41
[LOG: 14:43:56 | 04-12-15] - PubEvent pub10, /p00-1, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 42
[LOG: 14:43:56 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 42
[LOG: 14:43:56 | 04-12-15] - PubEvent pub00, /p00-0, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 42
[LOG: 14:43:56 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 42
[LOG: 14:43:56 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 42
[LOG: 14:43:57 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 42
[LOG: 14:43:57 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 42
[LOG: 14:43:57 | 04-12-15] - PubEvent pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - PubEvent pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 43
[LOG: 14:43:57 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 43
[LOG: 14:43:57 | 04-12-15] - PubEvent pub10, /p00-1, 44
[LOG: 14:43:57 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 44
[LOG: 14:43:57 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 44
[LOG: 14:43:57 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 44
[LOG: 14:43:58 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 44
[LOG: 14:43:58 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 44
[LOG: 14:43:58 | 04-12-15] - PubEvent pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 44
[LOG: 14:43:58 | 04-12-15] - PubEvent pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - PubEvent pub00, /p00-0, 45
[LOG: 14:43:58 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 45
[LOG: 14:43:58 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 45
[LOG: 14:43:58 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 45
[LOG: 14:43:58 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 45
[LOG: 14:43:59 | 04-12-15] - PubEvent pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 46
[LOG: 14:43:59 | 04-12-15] - PubEvent pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 46
[LOG: 14:43:59 | 04-12-15] - PubEvent pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 47
[LOG: 14:43:59 | 04-12-15] - PubEvent pub00, /p00-0, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 47
[LOG: 14:43:59 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 47
[LOG: 14:43:59 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 47
[LOG: 14:43:59 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 47
[LOG: 14:44:00 | 04-12-15] - PubEvent pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - PubEvent pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 48
[LOG: 14:44:00 | 04-12-15] - PubEvent pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 49
[LOG: 14:44:00 | 04-12-15] - PubEvent pub00, /p00-0, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 49
[LOG: 14:44:00 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 49
[LOG: 14:44:00 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 49
[LOG: 14:44:00 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 49
[LOG: 14:44:01 | 04-12-15] - PubEvent pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 50
[LOG: 14:44:01 | 04-12-15] - PubEvent pub00, /p00-0, 50
[LOG: 14:44:01 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 50
[LOG: 14:44:01 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 50

####################################################################################################
############################    New Connection @ 14:45:52 | 04-12-15    ############################
####################################################################################################

[LOG: 14:46:08 | 04-12-15] - Subscriber sub00 subscribe /p00-0
[LOG: 14:46:08 | 04-12-15] - Subscriber sub00 subscribe /p00-1
[LOG: 14:46:08 | 04-12-15] - Subscriber sub20 subscribe /p00-1
[LOG: 14:46:08 | 04-12-15] - Subscriber sub20 subscribe /p00-0
[LOG: 14:46:10 | 04-12-15] - wait 2000
[LOG: 14:46:10 | 04-12-15] - publisher pub00 publish 50 Ontopic /p00-0 Interval 500 
[LOG: 14:46:10 | 04-12-15] - publisher pub10 publish 50 Ontopic /p00-1 Interval 500 
[LOG: 14:46:10 | 04-12-15] - PubEvent pub00, /p00-0, 1
[LOG: 14:46:10 | 04-12-15] - PubEvent pub10, /p00-1, 1
[LOG: 14:46:10 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 1
[LOG: 14:46:10 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 1
[LOG: 14:46:10 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 1
[LOG: 14:46:10 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 1
[LOG: 14:46:11 | 04-12-15] - PubEvent pub00, /p00-0, 2
[LOG: 14:46:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 2
[LOG: 14:46:11 | 04-12-15] - PubEvent pub10, /p00-1, 2
[LOG: 14:46:11 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 2
[LOG: 14:46:11 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 2
[LOG: 14:46:11 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 2
[LOG: 14:46:11 | 04-12-15] - PubEvent pub00, /p00-0, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 3
[LOG: 14:46:11 | 04-12-15] - PubEvent pub10, /p00-1, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 3
[LOG: 14:46:11 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 1
[LOG: 14:46:11 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 1
[LOG: 14:46:11 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 1
[LOG: 14:46:11 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 3
[LOG: 14:46:11 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 1
[LOG: 14:46:12 | 04-12-15] - PubEvent pub00, /p00-0, 4
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 2
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 2
[LOG: 14:46:12 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 4
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 3
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 3
[LOG: 14:46:12 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 2
[LOG: 14:46:12 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 2
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 4
[LOG: 14:46:12 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 4
[LOG: 14:46:12 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 4
[LOG: 14:46:12 | 04-12-15] - PubEvent pub10, /p00-1, 4
[LOG: 14:46:12 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 4
[LOG: 14:46:12 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 4
[LOG: 14:46:12 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 4
[LOG: 14:46:12 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 4
[LOG: 14:46:12 | 04-12-15] - wait 2000
[LOG: 14:46:12 | 04-12-15] - PubEvent pub00, /p00-0, 5
[LOG: 14:46:12 | 04-12-15] - crash broker00
[LOG: 14:46:12 | 04-12-15] - PubEvent pub10, /p00-1, 5
[LOG: 14:46:12 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 1
[LOG: 14:46:12 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 5
[LOG: 14:46:12 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 1
[LOG: 14:46:12 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 5
[LOG: 14:46:12 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 5
[LOG: 14:46:13 | 04-12-15] - PubEvent pub00, /p00-0, 6
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 2
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 2
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 3
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 3
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 4
[LOG: 14:46:13 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 4
[LOG: 14:46:13 | 04-12-15] - PubEvent pub10, /p00-1, 6
[LOG: 14:46:13 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 6
[LOG: 14:46:13 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 6
[LOG: 14:46:13 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 6
[LOG: 14:46:13 | 04-12-15] - PubEvent pub00, /p00-0, 7
[LOG: 14:46:13 | 04-12-15] - PubEvent pub10, /p00-1, 7
[LOG: 14:46:13 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 7
[LOG: 14:46:13 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 7
[LOG: 14:46:13 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 7
[LOG: 14:46:14 | 04-12-15] - PubEvent pub00, /p00-0, 8
[LOG: 14:46:14 | 04-12-15] - PubEvent pub10, /p00-1, 8
[LOG: 14:46:14 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 8
[LOG: 14:46:14 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 8
[LOG: 14:46:14 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 8
[LOG: 14:46:14 | 04-12-15] - PubEvent pub00, /p00-0, 9
[LOG: 14:46:14 | 04-12-15] - PubEvent pub10, /p00-1, 9
[LOG: 14:46:14 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 9
[LOG: 14:46:15 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 9
[LOG: 14:46:15 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 9
[LOG: 14:46:15 | 04-12-15] - PubEvent pub00, /p00-0, 10
[LOG: 14:46:15 | 04-12-15] - PubEvent pub10, /p00-1, 10
[LOG: 14:46:15 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 10
[LOG: 14:46:15 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 10
[LOG: 14:46:15 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 10
[LOG: 14:46:15 | 04-12-15] - PubEvent pub00, /p00-0, 11
[LOG: 14:46:16 | 04-12-15] - PubEvent pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 9
[LOG: 14:46:16 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 9
[LOG: 14:46:16 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 10
[LOG: 14:46:16 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 10
[LOG: 14:46:16 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 11
[LOG: 14:46:16 | 04-12-15] - PubEvent pub00, /p00-0, 12
[LOG: 14:46:16 | 04-12-15] - PubEvent pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 12
[LOG: 14:46:16 | 04-12-15] - PubEvent pub00, /p00-0, 13
[LOG: 14:46:17 | 04-12-15] - PubEvent pub10, /p00-1, 13
[LOG: 14:46:17 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 13
[LOG: 14:46:17 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 13
[LOG: 14:46:17 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 13
[LOG: 14:46:17 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 13
[LOG: 14:46:17 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 13
